,Photo.Order,Site,Year,Transect,Photo.Rep,Photo.Name,ROI.Type,ROI.Rep,ROI.LabelCode,Area,StdDev,Mode,Perim.,Feret,MinFeret,Cal.Length,X.1,out.of.frame,Out.of.frame,Cal.nums,Cal.Length.mean,Diameter.circular,Volume.spherical,Geom.Mean.D,logArea
5515,2497,Libbies Lair,2018,T1,22,IMG_9995.JPG,Mol,2,NA,555.6465336,NA,NA,NA,NA,NA,0,NA,FALSE,FALSE,4,292.87375,26.59832964,9852.846442,NA,6.320132361
5516,2497,Libbies Lair,2018,T1,22,IMG_9995.JPG,ACPt,1,NA,719.4844179,NA,NA,NA,NA,NA,0,NA,FALSE,FALSE,4,292.87375,30.26674764,14517.63554,NA,6.578534869
5517,2497,Libbies Lair,2018,T1,22,IMG_9995.JPG,ACPa,1,o,413.1237095,NA,NA,NA,NA,NA,0,NA,TRUE,FALSE,4,292.87375,22.93480856,6316.608794,NA,6.023747087
5518,2497,Libbies Lair,2018,T1,22,IMG_9995.JPG,ACPt,2,NA,278.6020482,NA,NA,NA,NA,NA,0,NA,FALSE,FALSE,4,292.87375,18.83420147,3498.164737,NA,5.629784413
5519,2497,Libbies Lair,2018,T1,22,IMG_9995.JPG,ACPa,2,o,241.5842836,NA,NA,NA,NA,NA,0,NA,TRUE,FALSE,4,292.87375,17.53837687,2824.66414,NA,5.487218412
5520,2497,Libbies Lair,2018,T1,22,IMG_9995.JPG,Mol,3,NA,253.0188463,NA,NA,NA,NA,NA,0,NA,FALSE,FALSE,4,292.87375,17.94863785,3027.562427,NA,5.533463977
5521,2497,Libbies Lair,2018,T1,22,IMG_9995.JPG,ACPt,3,o,212.3111967,NA,NA,NA,NA,NA,0,NA,TRUE,FALSE,4,292.87375,16.44150271,2327.143412,NA,5.358053108
5522,2497,Libbies Lair,2018,T1,22,IMG_9995.JPG,ACPa,3,o,754.0679077,NA,NA,NA,NA,NA,0,NA,TRUE,FALSE,4,292.87375,30.98562698,15576.84461,NA,6.625482427
5523,2497,Libbies Lair,2018,T1,22,IMG_9995.JPG,ACPc,1,NA,79.14307611,NA,NA,NA,NA,NA,0,NA,FALSE,FALSE,4,292.87375,10.03833125,529.6429425,NA,4.371257304
5524,2497,Libbies Lair,2018,T1,22,IMG_9995.JPG,ACPd,1,NA,68.20865892,NA,NA,NA,NA,NA,0,NA,FALSE,FALSE,4,292.87375,9.319118082,423.7630312,NA,4.22257152
5525,2497,Libbies Lair,2018,T1,22,IMG_9995.JPG,ACPt,4,o,413.6868105,NA,NA,NA,NA,NA,0,NA,TRUE,FALSE,4,292.87375,22.95043368,6329.527806,NA,6.025109191
5526,2497,Libbies Lair,2018,T1,22,IMG_9995.JPG,ACPc,2,NA,61.37799997,NA,NA,NA,NA,NA,0,NA,FALSE,FALSE,4,292.87375,8.840186465,361.7286431,NA,4.117051464
5527,2497,Libbies Lair,2018,T1,22,IMG_9995.JPG,Ml,1,NA,3.958028186,NA,NA,NA,NA,NA,0,NA,FALSE,FALSE,4,292.87375,2.244887081,5.923550893,NA,1.375745968
5528,2497,Libbies Lair,2018,T1,22,IMG_9995.JPG,ACPa,5,NA,33.90147323,NA,NA,NA,NA,NA,0,NA,FALSE,FALSE,4,292.87375,6.569984501,148.4881025,NA,3.523458472
5529,2497,Libbies Lair,2018,T1,22,IMG_9995.JPG,ACPt,5,NA,425.5504024,NA,NA,NA,NA,NA,0,NA,FALSE,FALSE,4,292.87375,23.27719057,6603.745209,NA,6.053383396
5530,2497,Libbies Lair,2018,T1,22,IMG_9995.JPG,ACPh,2,o,727.3806549,NA,NA,NA,NA,NA,0,NA,TRUE,FALSE,4,292.87375,30.43238101,14757.28349,NA,6.589449937
5531,2497,Libbies Lair,2018,T1,22,IMG_9995.JPG,ACPa,6,NA,597.3101723,NA,NA,NA,NA,NA,0,NA,FALSE,FALSE,4,292.87375,27.57750772,10981.55059,NA,6.39243653
5532,2497,Libbies Lair,2018,T1,22,IMG_9995.JPG,MER,2,NA,6.273387237,NA,NA,NA,NA,NA,0,NA,FALSE,FALSE,4,292.87375,2.826220924,11.81998551,NA,1.836316438
5533,2497,Libbies Lair,2018,T1,22,IMG_9995.JPG,Mol,4,NA,65.94576269,NA,NA,NA,NA,NA,0,NA,FALSE,FALSE,4,292.87375,9.163228299,402.8507193,NA,4.188832627
5534,2497,Libbies Lair,2018,T1,22,IMG_9995.JPG,Mob,1,NA,573.950228,NA,NA,NA,NA,NA,0,NA,FALSE,FALSE,4,292.87375,27.03287123,10343.68174,NA,6.352542682
5535,2497,Libbies Lair,2018,T1,22,IMG_9995.JPG,Poae,1,NA,167.7877516,NA,NA,NA,NA,NA,0,NA,FALSE,FALSE,4,292.87375,14.61622388,1634.948894,NA,5.122699797
5536,2497,Libbies Lair,2018,T1,22,IMG_9995.JPG,MER,3,NA,1.74293141,NA,NA,NA,NA,NA,0,NA,FALSE,FALSE,4,292.87375,1.489687617,1.730948892,NA,0.555568414
5537,2497,Libbies Lair,2018,T1,22,IMG_9995.JPG,Poam,1,NA,344.4685337,NA,NA,NA,NA,NA,0,NA,FALSE,FALSE,4,292.87375,20.94256334,4809.36939,NA,5.842002747
5538,2497,Libbies Lair,2018,T1,22,IMG_9995.JPG,Mob,2,NA,80.12005037,NA,NA,NA,NA,NA,0,NA,FALSE,FALSE,4,292.87375,10.10009982,539.4803378,NA,4.38352614
5539,2497,Libbies Lair,2018,T1,22,IMG_9995.JPG,Mol,5,NA,77.91194864,NA,NA,NA,NA,NA,0,NA,FALSE,FALSE,4,292.87375,9.959948495,517.3326637,NA,4.355579325
5540,2497,Libbies Lair,2018,T1,22,IMG_9995.JPG,Mol,6,NA,29.57970284,NA,NA,NA,NA,NA,0,NA,FALSE,FALSE,4,292.87375,6.136941207,121.0192648,NA,3.387088411
5541,2497,Libbies Lair,2018,T1,22,IMG_9995.JPG,ACPt,3,NA,33.00494196,NA,NA,NA,NA,NA,0,NA,FALSE,FALSE,4,292.87375,6.48253016,142.6370211,NA,3.496657307
5542,2497,Libbies Lair,2018,T1,22,IMG_9995.JPG,ACPh,1,NA,8.872045507,NA,NA,NA,NA,NA,0,NA,FALSE,FALSE,4,292.87375,3.360987828,19.87922464,NA,2.182905379
5543,2497,Libbies Lair,2018,T1,22,IMG_9995.JPG,ACPa,6,NA,174.9098706,NA,NA,NA,NA,NA,0,NA,FALSE,FALSE,4,292.87375,14.9232089,1740.144359,NA,5.164270816
5544,2497,Libbies Lair,2018,T1,22,IMG_9995.JPG,ACPa,7,NA,104.6738152,NA,NA,NA,NA,NA,0,NA,FALSE,FALSE,4,292.87375,11.54447231,805.6026406,NA,4.650848993
5545,2497,Libbies Lair,2018,T1,22,IMG_9995.JPG,MER,1,o,8.152721975,NA,NA,NA,NA,NA,0,NA,TRUE,FALSE,4,292.87375,3.221857852,17.5112742,NA,2.098351856
5546,2497,Libbies Lair,2018,T1,22,IMG_9995.JPG,Se,1,NA,28.62837706,NA,NA,NA,NA,NA,0,NA,FALSE,FALSE,4,292.87375,6.037448284,115.2282307,NA,3.354398431
5547,2497,Libbies Lair,2018,T1,22,IMG_9995.JPG,Se,2,NA,11.31681284,NA,NA,NA,NA,NA,0,NA,FALSE,FALSE,4,292.87375,3.795920657,28.63848242,NA,2.426289482
5548,2497,Libbies Lair,2018,T1,22,IMG_9995.JPG,Mol,7,o,24.98512579,NA,NA,NA,NA,NA,0,NA,TRUE,FALSE,4,292.87375,5.640217211,93.94769099,NA,3.218280679
5549,2497,Libbies Lair,2018,T1,22,IMG_9995.JPG,Se,3,NA,9.533077018,NA,NA,NA,NA,NA,0,NA,FALSE,FALSE,4,292.87375,3.483947566,22.14182698,NA,2.254767543
5550,2497,Libbies Lair,2018,T1,22,IMG_9995.JPG,MER,4,NA,4.633049782,NA,NA,NA,NA,NA,0,NA,FALSE,FALSE,4,292.87375,2.42878204,7.501778733,NA,1.533215352
5551,2497,Libbies Lair,2018,T1,22,IMG_9995.JPG,ACPa,8,NA,3.25619226,NA,NA,NA,NA,NA,0,NA,FALSE,FALSE,4,292.87375,2.036151456,4.420067074,NA,1.180558494
5552,2497,Libbies Lair,2018,T1,22,IMG_9995.JPG,Se,4,NA,20.15038562,NA,NA,NA,NA,NA,0,NA,FALSE,FALSE,4,292.87375,5.065201655,68.04384438,NA,3.003223425
5553,2497,Libbies Lair,2018,T1,22,IMG_9995.JPG,Se,5,NA,7.317980242,NA,NA,NA,NA,NA,0,NA,FALSE,FALSE,4,292.87375,3.052464878,14.89191845,NA,1.990334367
5554,2497,Libbies Lair,2018,T1,22,IMG_9995.JPG,ACPa,9,NA,3.432234162,NA,NA,NA,NA,NA,0,NA,FALSE,FALSE,4,292.87375,2.090467953,4.783317014,NA,1.233211408
5555,2498,Libbies Lair,2018,T1,23,IMG_9996.JPG,ACPt,1,o,1787.515758,NA,NA,NA,NA,NA,0,NA,TRUE,FALSE,4,309.92125,47.70676839,56851.06685,NA,7.48858209
5556,2498,Libbies Lair,2018,T1,23,IMG_9996.JPG,ACPt,2,o,3405.609342,NA,NA,NA,NA,NA,0,NA,TRUE,FALSE,4,309.92125,65.84949877,149505.1121,NA,8.133179158
5557,2498,Libbies Lair,2018,T1,23,IMG_9996.JPG,ACPa,1,o,375.2770091,NA,NA,NA,NA,NA,0,NA,TRUE,FALSE,4,309.92125,21.85903768,5468.796187,NA,5.927664444
5558,2498,Libbies Lair,2018,T1,23,IMG_9996.JPG,ACPt,3,NA,232.2522193,NA,NA,NA,NA,NA,0,NA,FALSE,FALSE,4,309.92125,17.19629931,2662.585786,NA,5.447823933
5559,2498,Libbies Lair,2018,T1,23,IMG_9996.JPG,ACPt,4,NA,219.237283,NA,NA,NA,NA,NA,0,NA,FALSE,FALSE,4,309.92125,16.70753059,2441.942409,NA,5.390154627
5560,2498,Libbies Lair,2018,T1,23,IMG_9996.JPG,ACPc,1,NA,68.73002411,NA,NA,NA,NA,NA,0,NA,FALSE,FALSE,4,309.92125,9.354666462,428.6309677,NA,4.230186136
5561,2498,Libbies Lair,2018,T1,23,IMG_9996.JPG,ACPt,5,NA,108.8815345,NA,NA,NA,NA,NA,0,NA,FALSE,FALSE,4,309.92125,11.7742208,854.6634854,NA,4.690260452
5562,2498,Libbies Lair,2018,T1,23,IMG_9996.JPG,ACPa,2,o,310.4355368,NA,NA,NA,NA,NA,0,NA,TRUE,FALSE,4,309.92125,19.88111671,4114.536759,NA,5.737976269
5563,2498,Libbies Lair,2018,T1,23,IMG_9996.JPG,Mol,1,o,199.6800014,NA,NA,NA,NA,NA,0,NA,TRUE,FALSE,4,309.92125,15.94492001,2122.587767,NA,5.296716092
5564,2498,Libbies Lair,2018,T1,23,IMG_9996.JPG,ACPc,2,o,33.32285933,NA,NA,NA,NA,NA,0,NA,TRUE,FALSE,4,309.92125,6.513676554,144.702885,NA,3.506243628
5565,2498,Libbies Lair,2018,T1,23,IMG_9996.JPG,ACPd,1,NA,25.95178913,NA,NA,NA,NA,NA,0,NA,FALSE,FALSE,4,309.92125,5.748290544,99.45228269,NA,3.256240552
5566,2498,Libbies Lair,2018,T1,23,IMG_9996.JPG,MER,1,NA,322.9018073,NA,NA,NA,NA,NA,0,NA,FALSE,FALSE,4,309.92125,20.27637418,4364.851913,NA,5.777348275
5567,2498,Libbies Lair,2018,T1,23,IMG_9996.JPG,ACPa,3,NA,133.9702421,NA,NA,NA,NA,NA,0,NA,FALSE,FALSE,4,309.92125,13.06048277,1166.477359,NA,4.897617701
5568,2498,Libbies Lair,2018,T1,23,IMG_9996.JPG,Se,1,NA,32.79397464,NA,NA,NA,NA,NA,0,NA,FALSE,FALSE,4,309.92125,6.461778806,141.2716068,NA,3.490244798
5569,2498,Libbies Lair,2018,T1,23,IMG_9996.JPG,Poab,1,NA,5.97806287,NA,NA,NA,NA,NA,0,NA,FALSE,FALSE,4,309.92125,2.758895802,10.99523504,NA,1.788096581
5570,2498,Libbies Lair,2018,T1,23,IMG_9996.JPG,Se,2,NA,16.07059883,NA,NA,NA,NA,NA,0,NA,FALSE,FALSE,4,309.92125,4.523463489,48.46317803,NA,2.776991443
5571,2498,Libbies Lair,2018,T1,23,IMG_9996.JPG,ACPc,3,NA,17.96333974,NA,NA,NA,NA,NA,0,NA,FALSE,FALSE,4,309.92125,4.78242977,57.27227382,NA,2.888333
5572,2498,Libbies Lair,2018,T1,23,IMG_9996.JPG,ACPa,4,NA,25.35419106,NA,NA,NA,NA,NA,0,NA,FALSE,FALSE,4,309.92125,5.681721454,96.03696755,NA,3.232944044
5573,2498,Libbies Lair,2018,T1,23,IMG_9996.JPG,ACPc,4,NA,2.126991021,NA,NA,NA,NA,NA,0,NA,FALSE,FALSE,4,309.92125,1.645651567,2.333524071,NA,0.754708315
5574,2498,Libbies Lair,2018,T1,23,IMG_9996.JPG,Se,3,NA,9.449128982,NA,NA,NA,NA,NA,0,NA,FALSE,FALSE,4,309.92125,3.468573869,21.85000124,NA,2.245922566
5575,2498,Libbies Lair,2018,T1,23,IMG_9996.JPG,Se,4,NA,14.34027133,NA,NA,NA,NA,NA,0,NA,FALSE,FALSE,4,309.92125,4.273008371,40.85073296,NA,2.663071756
5576,2498,Libbies Lair,2018,T1,23,IMG_9996.JPG,ACPa,5,NA,20.57444766,NA,NA,NA,NA,NA,0,NA,FALSE,FALSE,4,309.92125,5.118222384,70.20306568,NA,3.024049901
5577,2498,Libbies Lair,2018,T1,23,IMG_9996.JPG,Se,5,NA,9.061835462,NA,NA,NA,NA,NA,0,NA,FALSE,FALSE,4,309.92125,3.39674657,20.52050568,NA,2.204071689
5578,2498,Libbies Lair,2018,T1,23,IMG_9996.JPG,ACPa,6,NA,35.40612367,NA,NA,NA,NA,NA,0,NA,FALSE,FALSE,4,309.92125,6.714199638,158.4825218,NA,3.56688479
5579,2498,Libbies Lair,2018,T1,23,IMG_9996.JPG,Se,6],NA,34.22758532,NA,NA,NA,NA,NA,0,NA,FALSE,FALSE,4,309.92125,6.601508551,150.6357981,NA,3.533031907
5580,2498,Libbies Lair,2018,T1,23,IMG_9996.JPG,Se,7,NA,14.15287124,NA,NA,NA,NA,NA,0,NA,FALSE,FALSE,4,309.92125,4.244996506,40.05259264,NA,2.649917518
5581,2498,Libbies Lair,2018,T1,23,IMG_9996.JPG,Pd,1,NA,17.25017828,NA,NA,NA,NA,NA,0,NA,FALSE,FALSE,4,309.92125,4.686534876,53.89570809,NA,2.847822479
5582,2498,Libbies Lair,2018,T1,23,IMG_9996.JPG,Se,8,NA,5.778169441,NA,NA,NA,NA,NA,0,NA,FALSE,FALSE,4,309.92125,2.712377892,10.44838603,NA,1.754086927
5583,2499,Libbies Lair,2018,T1,24,IMG_9997.JPG,Mol,1,o,2392.15196,NA,NA,NA,NA,NA,0,NA,TRUE,FALSE,4,278.357,55.18860818,88013.02483,NA,7.779948642
5584,2499,Libbies Lair,2018,T1,24,IMG_9997.JPG,Sy,1,NA,241.0850347,NA,NA,NA,NA,NA,0,NA,FALSE,FALSE,4,278.357,17.52024543,2815.912651,NA,5.485149712
5585,2499,Libbies Lair,2018,T1,24,IMG_9997.JPG,ACPt,1,NA,211.7197394,NA,NA,NA,NA,NA,0,NA,FALSE,FALSE,4,278.357,16.41858534,2317.42574,NA,5.355263416
5586,2499,Libbies Lair,2018,T1,24,IMG_9997.JPG,ACPt,2,NA,384.5094579,NA,NA,NA,NA,NA,0,NA,FALSE,FALSE,4,278.357,22.1262886,5671.844822,NA,5.951968387
5587,2499,Libbies Lair,2018,T1,24,IMG_9997.JPG,ACPt,3,NA,637.4732856,NA,NA,NA,NA,NA,0,NA,FALSE,FALSE,4,278.357,28.48958048,12107.56432,NA,6.457512371
5588,2499,Libbies Lair,2018,T1,24,IMG_9997.JPG,Tl,1,NA,276.3264865,NA,NA,NA,NA,NA,0,NA,FALSE,FALSE,4,278.357,18.75712691,3455.393984,NA,5.621583089
5589,2499,Libbies Lair,2018,T1,24,IMG_9997.JPG,MER,1,o,42.73474521,NA,NA,NA,NA,NA,0,NA,TRUE,FALSE,4,278.357,7.376419696,210.1529442,NA,3.755012294
5590,2499,Libbies Lair,2018,T1,24,IMG_9997.JPG,ACPt,4,NA,86.53940778,NA,NA,NA,NA,NA,0,NA,FALSE,FALSE,4,278.357,10.49692318,605.5983434,NA,4.460599891
5591,2499,Libbies Lair,2018,T1,24,IMG_9997.JPG,ACPt,5,o,969.2405927,NA,NA,NA,NA,NA,0,NA,TRUE,FALSE,4,278.357,35.12941006,22699.23348,NA,6.876512871
5592,2499,Libbies Lair,2018,T1,24,IMG_9997.JPG,ACPt,6,o,91.09010576,NA,NA,NA,NA,NA,0,NA,TRUE,FALSE,4,278.357,10.76937903,653.9892501,NA,4.51184919
5593,2499,Libbies Lair,2018,T1,24,IMG_9997.JPG,ACPa,1,NA,64.3692745,NA,NA,NA,NA,NA,0,NA,FALSE,FALSE,4,278.357,9.053038482,388.4916794,NA,4.164636415
5594,2499,Libbies Lair,2018,T1,24,IMG_9997.JPG,ACPt,7,o,107.1091821,NA,NA,NA,NA,NA,0,NA,TRUE,FALSE,4,278.357,11.67799839,833.8805709,NA,4.673848708
5595,2499,Libbies Lair,2018,T1,24,IMG_9997.JPG,MER,2,NA,283.8830199,NA,NA,NA,NA,NA,0,NA,FALSE,FALSE,4,278.357,19.01186701,3598.09748,NA,5.648562252
5596,2499,Libbies Lair,2018,T1,24,IMG_9997.JPG,MER,3,NA,75.06457631,NA,NA,NA,NA,NA,0,NA,FALSE,FALSE,4,278.357,9.776256286,489.2336906,NA,4.31834876
5597,2499,Libbies Lair,2018,T1,24,IMG_9997.JPG,Acan,1,NA,144.3601169,NA,NA,NA,NA,NA,0,NA,FALSE,FALSE,4,278.357,13.55747062,1304.772028,NA,4.972310989
5598,2499,Libbies Lair,2018,T1,24,IMG_9997.JPG,ACPa,2,NA,183.3675746,NA,NA,NA,NA,NA,0,NA,FALSE,FALSE,4,278.357,15.27975285,1867.874147,NA,5.211492743
5599,2499,Libbies Lair,2018,T1,24,IMG_9997.JPG,ACPt,8,NA,234.9223623,NA,NA,NA,NA,NA,0,NA,FALSE,FALSE,4,278.357,17.29486749,2708.634085,NA,5.459255086
5600,2499,Libbies Lair,2018,T1,24,IMG_9997.JPG,Lb,1,NA,54.47544275,NA,NA,NA,NA,NA,0,NA,FALSE,FALSE,4,278.357,8.328282412,302.4579145,NA,3.997750008
5601,2499,Libbies Lair,2018,T1,24,IMG_9997.JPG,ACPa,3,o,140.0223699,NA,NA,NA,NA,NA,0,NA,TRUE,FALSE,4,278.357,13.35222897,1246.407162,NA,4.941802195
5602,2499,Libbies Lair,2018,T1,24,IMG_9997.JPG,ACPt,9,o,305.607892,NA,NA,NA,NA,NA,0,NA,TRUE,FALSE,4,278.357,19.72592338,4018.931909,NA,5.722302882
5603,2499,Libbies Lair,2018,T1,24,IMG_9997.JPG,ACPa,4,o,380.7550675,NA,NA,NA,NA,NA,0,NA,TRUE,FALSE,4,278.357,22.01800193,5588.977207,NA,5.942156301
5604,2499,Libbies Lair,2018,T1,24,IMG_9997.JPG,ACPa,5,o,98.63373301,NA,NA,NA,NA,NA,0,NA,TRUE,FALSE,4,278.357,11.20644321,736.8888848,NA,4.591413323
5605,2499,Libbies Lair,2018,T1,24,IMG_9997.JPG,ACPc,1,NA,57.00504231,NA,NA,NA,NA,NA,0,NA,FALSE,FALSE,4,278.357,8.519452689,323.7678407,NA,4.043139726
5606,2499,Libbies Lair,2018,T1,24,IMG_9997.JPG,ACPc,2,NA,66.39295414,NA,NA,NA,NA,NA,0,NA,FALSE,FALSE,4,278.357,9.194244651,406.9553757,NA,4.195590939
5607,2499,Libbies Lair,2018,T1,24,IMG_9997.JPG,ACPc,3,NA,30.28679227,NA,NA,NA,NA,NA,0,NA,FALSE,FALSE,4,278.357,6.209858421,125.3844614,NA,3.410711719
5608,2499,Libbies Lair,2018,T1,24,IMG_9997.JPG,MER,5,NA,21.99202882,NA,NA,NA,NA,NA,0,NA,FALSE,FALSE,4,278.357,5.291608523,77.5821381,NA,3.090680061
5609,2499,Libbies Lair,2018,T1,24,IMG_9997.JPG,MER,6,NA,30.17967148,NA,NA,NA,NA,NA,0,NA,FALSE,FALSE,4,278.357,6.198866926,124.7198449,NA,3.407168568
5610,2499,Libbies Lair,2018,T1,24,IMG_9997.JPG,Mol,3,NA,24.99012054,NA,NA,NA,NA,NA,0,NA,FALSE,FALSE,4,278.357,5.640780948,93.9758639,NA,3.218480568
5611,2499,Libbies Lair,2018,T1,24,IMG_9997.JPG,Se,1,NA,18.24538213,NA,NA,NA,NA,NA,0,NA,FALSE,FALSE,4,278.357,4.819828009,58.62640253,NA,2.903912014
5612,2499,Libbies Lair,2018,T1,24,IMG_9997.JPG,Se,2,NA,21.3131669,NA,NA,NA,NA,NA,0,NA,FALSE,FALSE,4,278.357,5.209296202,74.01773291,NA,3.059325046
5613,2499,Libbies Lair,2018,T1,24,IMG_9997.JPG,Se,3,NA,39.69922573,NA,NA,NA,NA,NA,0,NA,FALSE,FALSE,4,278.357,7.109614905,188.164138,NA,3.681331685
5614,2499,Libbies Lair,2018,T1,24,IMG_9997.JPG,Pd,1,NA,9.616350161,NA,NA,NA,NA,NA,0,NA,FALSE,FALSE,4,278.357,3.499130935,22.43257889,NA,2.263464792
5615,2499,Libbies Lair,2018,T1,24,IMG_9997.JPG,ACPc,4,NA,3.733740574,NA,NA,NA,NA,NA,0,NA,FALSE,FALSE,4,278.357,2.180354592,5.427252271,NA,1.317410566
5616,2499,Libbies Lair,2018,T1,24,IMG_9997.JPG,Moe,1,NA,31.75550875,NA,NA,NA,NA,NA,0,NA,FALSE,FALSE,4,278.357,6.358645257,134.6146767,NA,3.458066214
5617,2499,Libbies Lair,2018,T1,24,IMG_9997.JPG,Moe,2,NA,16.73407545,NA,NA,NA,NA,NA,0,NA,FALSE,FALSE,4,278.357,4.615894995,51.49515675,NA,2.817447087
5618,2500,Libbies Lair,2018,T1,25,IMG_9998.JPG,ACPt,1,o,1926.917313,21.831,144,199.0681418,75.48942612,38.20245347,0,NA,TRUE,FALSE,4,302.85725,49.53208377,63629.48652,53.70178106,7.563676758
5619,2500,Libbies Lair,2018,T1,25,IMG_9998.JPG,ACPt,2,o,1094.910025,29.712,83,224.9596468,58.19193696,31.43296058,0,NA,TRUE,FALSE,4,302.85725,37.33741746,27254.07513,42.76850314,6.99842747
5620,2500,Libbies Lair,2018,T1,25,IMG_9998.JPG,Poab,1,NA,80.72063975,27.298,65,50.60218965,15.58661713,9.114393002,0,NA,FALSE,FALSE,4,302.85725,10.13788492,545.5577042,11.91899971,4.390994302
5621,2500,Libbies Lair,2018,T1,25,IMG_9998.JPG,ACPt,3,NA,212.3502636,22.068,95,71.45263982,23.81253875,12.54660405,0,NA,FALSE,FALSE,4,302.85725,16.44301532,2327.785759,17.28486318,5.358237098
5622,2500,Libbies Lair,2018,T1,25,IMG_9998.JPG,Mol,1,o,145.1017797,23.403,128,68.23072586,17.97672006,12.8009483,0,NA,TRUE,FALSE,4,302.85725,13.59225235,1314.840004,15.16967581,4.977435425
5623,2500,Libbies Lair,2018,T1,25,IMG_9998.JPG,Mol,2,NA,176.6491052,20.751,95,79.59555203,25.45499571,13.44620279,0,NA,FALSE,FALSE,4,302.85725,14.99722062,1766.163735,18.50062254,5.174165308
5624,2500,Libbies Lair,2018,T1,25,IMG_9998.JPG,ACPa,1,NA,208.0721427,35.136,188,252.6157786,39.04033996,23.05799184,0,NA,FALSE,FALSE,4,302.85725,16.27653772,2257.796054,30.00319717,5.33788486
5625,2500,Libbies Lair,2018,T1,25,IMG_9998.JPG,ACPt,4,o,155.2018081,17.327,81,50.68751037,17.68443714,12.38702392,0,NA,TRUE,FALSE,4,302.85725,14.05734966,1454.484057,14.80059275,5.044726258
5626,2500,Libbies Lair,2018,T1,25,IMG_9998.JPG,Se,2,NA,25.92057173,20.84,102,21.4309877,8.223015959,4.688677587,0,NA,FALSE,FALSE,4,302.85725,5.744832195,99.27288998,6.209272954,3.255036929
5627,2500,Libbies Lair,2018,T1,25,IMG_9998.JPG,ACPd,1,NA,26.03831817,17.995,93,21.32225661,7.590969013,4.998889741,0,NA,FALSE,FALSE,4,302.85725,5.757865609,99.95009116,6.160066324,3.259569229
5628,2500,Libbies Lair,2018,T1,25,IMG_9998.JPG,Se,3,NA,28.57204725,20.368,113,24.68809976,7.990959437,5.450917883,0,NA,FALSE,FALSE,4,302.85725,6.031505652,114.8883096,6.599853309,3.352428871
5629,2500,Libbies Lair,2018,T1,25,IMG_9998.JPG,ACPc,1,NA,6.854369483,14.303,100,9.699784304,3.325560144,2.663102831,0,NA,FALSE,FALSE,4,302.85725,2.954192661,13.49941868,2.97595508,1.92488633
5630,2500,Libbies Lair,2018,T1,25,IMG_9998.JPG,Mol,3,o,2794.144961,26.513,87,606.3882572,86.75816742,63.95389247,0,NA,TRUE,FALSE,4,302.85725,59.64575306,111105.9203,74.48840521,7.935281422
5631,2500,Libbies Lair,2018,T1,25,IMG_9998.JPG,Mol,4,NA,874.1092738,27.492,118,380.5266342,72.77200727,29.07052745,0,NA,FALSE,FALSE,4,302.85725,33.36091267,19440.7221,45.99478922,6.773205395
5632,2500,Libbies Lair,2018,T1,25,IMG_9998.JPG,Se,1,NA,72.33011525,28.983,109,40.65057052,16.07235752,6.973483382,0,NA,FALSE,FALSE,4,302.85725,9.596539117,462.7458535,10.58679924,4.281240574
5633,2500,Libbies Lair,2018,T1,25,IMG_9998.JPG,Se,4,NA,27.22014361,24.744,95,23.87788306,7.354388908,5.838790387,0,NA,FALSE,FALSE,4,302.85725,5.887084445,106.8315227,6.552918072,3.303957273
5634,2500,Libbies Lair,2018,T1,25,IMG_9998.JPG,Se,5,NA,46.33431663,12.206,30,26.50426893,9.496652301,6.464827902,0,NA,FALSE,FALSE,4,302.85725,7.680799712,237.2564039,7.835446558,3.835882866
5635,2500,Libbies Lair,2018,T1,25,IMG_9998.JPG,Se,6,NA,12.45059639,17.275,108,13.54700936,4.956031266,3.618668531,0,NA,FALSE,FALSE,4,302.85725,3.981531323,33.04829301,4.234883042,2.521768524
5636,2501,Libbies Lair,2018,T2,1,IMG_0007.JPG,Pl,1,NA,108.769332,NA,NA,NA,NA,NA,0,NA,FALSE,FALSE,4,315.69625,11.76815256,853.3427284,NA,4.689229419
5637,2501,Libbies Lair,2018,T2,1,IMG_0007.JPG,ACPt,1,NA,124.0255743,NA,NA,NA,NA,NA,0,NA,FALSE,FALSE,4,315.69625,12.5663943,1039.03618,NA,4.820487789
5638,2501,Libbies Lair,2018,T2,1,IMG_0007.JPG,ACPt,2,o,184.4936732,NA,NA,NA,NA,NA,0,NA,TRUE,FALSE,4,315.69625,15.32659912,1885.107045,NA,5.217615171
5639,2501,Libbies Lair,2018,T2,1,IMG_0007.JPG,MER,1,NA,254.8259035,NA,NA,NA,NA,NA,0,NA,FALSE,FALSE,4,315.69625,18.01261828,3060.054485,NA,5.540580581
5640,2501,Libbies Lair,2018,T2,1,IMG_0007.JPG,MER,2,NA,160.7679839,NA,NA,NA,NA,NA,0,NA,FALSE,FALSE,4,315.69625,14.30720639,1533.42715,NA,5.079962232
5641,2501,Libbies Lair,2018,T2,1,IMG_0007.JPG,MER,3,o,491.0352782,NA,NA,NA,NA,NA,0,NA,TRUE,FALSE,4,315.69625,25.00411034,8185.266852,NA,6.196515975
5642,2501,Libbies Lair,2018,T2,1,IMG_0007.JPG,Pl,2,o,63.2925857,NA,NA,NA,NA,NA,0,NA,TRUE,FALSE,4,315.69625,8.977005236,378.7852488,NA,4.147768193
